ID,Name,Concepticon_ID,Concepticon_Gloss,Swahili_Gloss,Source_ID
491_eaglebirdofprey,"eagle, bird of prey",1905,EAGLE,pungu,491
492_eagernesszeal,"eagerness, zeal",,,pupa,492
493_flapthewingswildlyflutter,"flap the wings wildly, flutter",,,(ku)papatika,493
494_penetrate,penetrate,,,(ku)penya,494
495_boilabscess,"boil, abscess",793,BOIL (OF SKIN),jipu,495
496_blowonblowup,"blow on, blow up",,,(ku)puliza,496
497_befitsuit,"befit, suit",764,SUIT,(ku)agia,497
498_befittingbehoove,"be fitting, behoove",,,(ku)juzu,498
499_resemble,resemble,1777,RESEMBLE,(ku)fanana na,499
500_revive,revive,,,(ku)fufua,500
501_weaveknit,"weave, knit",,,(ku)fuma,501
502_foam,foam,1768,FOAM,povu,502
503_dig,dig,1418,DIG,(ku)chimba,503
504_digupdigout,"dig up, dig out",,,(ku)fukua,504
505_comeonsuddenlytakeintheact,"come on suddenly, take in the act ",,,(ku)fumania,505
506_gooutgoaway,"go out, go away",1752,LEAVE,(ku)toka,506
507_war,war,935,WAR,vita,507
508_bow,bow,994,BOW,uta,508
509_branch,branch,1531,BRANCH,tawi,509
510_platform,platform,,,jukwaa,510
511_lamp,lamp,625,LAMP,taa,511
512_divorce,divorce,1134,DIVORCE,talaka,512
513_ironore,iron ore,,,mawe yenye chuma,513
514_buttock,buttock,834,BUTTOCKS,tako,514
515_cheek,cheek,1730,CHEEK,shavu (la uso),515
516_finaldecisive,"final, decisive",1529,LAST (FINAL),tama,516
517_sweetpleasant,"sweet, pleasant",717,SWEET,tamu,517
518_pronounce,pronounce,,,(ku)tamka,518
519_strutproudly,strut proudly,,,(ku)tamba,519
520_crawlcreep,"crawl, creep",3456,CRAWL OR CREEP,(ku)tamboa,520
521_makeofferingstothedead,make offerings to the dead,,,(ku)tambika,521
522_sacrifice,sacrifice,1103,SACRIFICE,dhabibu,522
523_receive,receive,,,(ku)pokea,523
524_takeawalk,take a walk,2890,WALK (TAKE A WALK),(ku)tembea,524
525_five,five,493,FIVE,tano,525
526_centipede,centipede,1974,CENTIPEDE,tandu,526
527_spread,spread,38,SPREAD OUT,(ku)tandika,527
528_shiver,shiver,52,SHIVER,(ku)tapa,528
529_drawwaterfromwell,draw (water from well),1911,DRAW (WATER),(ku)teka (maji),529
530_tangle,tangle,,,(ku)tata,530
531_father,father,1217,FATHER,baba,531
531a_myfather,my father,,,babaangu,531a
532_three,three,492,THREE,tatu,532
533_spittle,spittle,1503,SALIVA,mate,533
534_setatrap,set a trap,,,(ku)tega,534
535_beleaning,be leaning,,,(ku)egama,535
536_leanonrelyon,"lean on, rely on",,,(ku)tegemea,536
537_reed,reed,659,REED,tete,537
538_trembleshake,"tremble, shake",,,(ku)tetemeka,538
539_namely,namely,,,yaani,539
540_tree,tree,906,TREE,mti,540
541_stick,stick,1295,STICK,fimbo,541
542_inside,inside,1606,INSIDE,ndani,542
543_heart,heart,1223,HEART,moyo,543
544_leaveoff,leave (off),,,(ku)acha,544
545_remainstaybehind,"remain, stay behind",,,(ku)baki,545
546_leavepermission,"leave, permission",,,ruhusa,546
547_leavegoaway,"leave, go away",1752,LEAVE,(ku)ondoka,547
548_push,push,1452,PUSH,(ku)sukuma,548
549_fallshort,fall short,,,(ku)tindika,549
550_clodlump,"clod, lump",,,bumba,550
551_unripehalfgrown,"unripe, half grown",1958,UNRIPE,tindi,551
552_pithole,"pit, hole",1667,HOLE,shimo,552
553_pressoutoilseedsugarcane,"press out (oil seed, sugar cane)",1913,PRESS,(ku)sindika,553
554_stemofmaizemillet,"stem of maize, millet",,,bua,554
555_bush,bush,1683,BUSH,msitu,555
556_forest,forest,420,FOREST,mwitu,556
557_cookinwaterorfat,cook in water or fat,,,(ku)tokosa,557
558_person,person,683,PERSON,mtu,558
559_thing,thing,738,THING,kitu,559
560_carry,carry,700,CARRY,(ku)chukua,560
561_heap,heap,2984,HEAP,chungu,561
562_stackpileup,"stack, pile up",1576,PILE UP,(ku)panganya,562
563_ear,ear,1247,EAR,sikio,563
564_boreahole,bore a hole,1501,BORE,(ku)toboa,564
565_takecarry,"take, carry",,,(ku)twaa,565
566_trickleaway,trickle away,,,(ku)churuzika,566
567_takeupaheavyload,take up a heavy load,,,(ku)twika,567
568_giraffe,giraffe,3089,GIRAFFE,twiga,568
569_use,use,2072,USE (VERB),(ku)tumia,569
570_send,send,1127,SEND,(ku)tuma,570
571_abuse,abuse,,,(ku)tukana,571
572_humpofhunchback,hump (of hunchback),534,HUMP,kigongo,572
573_humpofcow,hump (of cow),,,nundu,573
574_fruit,fruit,1507,FRUIT,tunda,574
575_holenest,"hole, nest",,,tundu,575
576_basketofopenwickerwork,basket of open wicker-work,1539,BASKET,tundu (=namna ya kikapu),576
577_plaitedbasket,plaited basket,,,kikapu,577
578_carry,carry,700,CARRY,(ku)tuta,578
579_pileuppileloadsonhead,"pile up, pile loads on head",,,(ku)tutika,579
580_ramble,ramble,,,(ku)tutuma,580
581_boilup,boil up,,,(ku)tutuma,581
582_spit,spit,1440,SPIT,(ku)tema mate,582
583_filterstrain,"filter, strain",940,STRAIN,(ku)chuja,583
584_forge,forge,288,FORGE,(ku)fua (chuma),584
585_chest,chest,1592,CHEST,kifua,585
586_anvil,anvil,1648,ANVIL,fuawe,586
587_facedownwards,face downwards,,,fudifudi,587
588_shoulder,shoulder,1482,SHOULDER,bega,588
589_sew,sew,1457,SEW,(ku)shona,589
590_openthemouthwide,open the mouth wide,3437,OPEN (MOUTH),(ku)achama,590
591_spreadscatter,"spread, scatter",3705,SCATTER,(ku)tawanyika,591
592_spreadsmearon,"spread, smear on",364,SMEAR,(ku)paka,592
593_year,year,1226,YEAR,mwaka,593
594_suckthebreast,suck (the breast),1421,SUCK,(ku)amwa,594
595_animal,animal,619,ANIMAL,nyama,595
596_meat,meat,634,MEAT,nyama,596
597_child,child,2099,CHILD,mwana,597
598_setouttodry,set out to dry,3364,DRY IN SUN,(ku)anika,598
599_prepare,prepare,2909,PREPARE,(ku)anda(li)a,599
600_payattentiontakecare,"pay attention, take care",,,(ku)angalia,600
601_splitcrack,"split, crack",3080,SPLIT OPEN,(ku)atua,601
602_canoe,canoe,1970,CANOE,mtumbwi,602
603_shehe,"she, he",2642,HE OR SHE,yeye,603
604_try,try,1812,TRY,(ku)jaribu,604
605_tsetsefly,tsetse fly,,,mbung'o,605
606_judge,judge,1818,ADJUDICATE,(ku)hukumu,606
607_knife,knife,1352,KNIFE,kisu,607
608_shortsword,short sword,,,sime,608
609_moonlight,moonlight,,,mbalamwezi,609
610_white,white,1335,WHITE,-eupe,610
611_self,self,1993,SELF,-enyewe,611
612_cricket,cricket,2354,CRICKET,nyenje / nyenze,612
613_learn,learn,504,LEARN,(ku)jifunza,613
614_upright,upright,,,wima,614
615_sing,sing,1261,SING,(ku)imba,615
616_song,song,1096,SONG,nyimbo,616
617_answeracall,answer a call,,,(ku)itika,617
618_steal,steal,713,STEAL,(ku)iba,618
619_thief,thief,1160,THIEF,mwivi,619
620_eye,eye,1248,EYE,jicho,620
621_tears,tears,1651,TEAR (OF EYE),machozi,621
622_darkblack,"dark, black",2633,BLACK OR DARK,-eusi,622
623_hear,hear,1408,HEAR,(ku)sikia,623
624_come,come,1446,COME,(ku)ja,624
625_becomefull,become full,,,(ku)jaa,625
626_know,know,3626,KNOW,(ku)jua,626
627_sit,sit,1416,SIT,(ku)kaa (e.g. kitako),627
628_dwell,dwell,363,"DWELL (LIVE, RESIDE)",(ku)kaa,628
629_smoke,smoke,778,SMOKE (EXHAUST),moshi,629
630_haveenoughtoeatordrinkbesatiated,"have enough to eat or drink, be satiated ",,,(ku)shiba,630
631_denial,denial,,,mkano,631
632_refusesayno,"refuse, say no",,,(ku)kataa,632
633_rejectrefuse,"reject, refuse",49,REFUSE,(ku)iza,633
634_atthebackof,at the back of,1686,BEHIND,nyuma,634
635_dip,dip,3697,DIP,(ku)chovya,635
636_bepregnant,be pregnant,1123,PREGNANT,(ku)wa na mimba,636
637_yourspl,your(s) (pl.),2274,YOUR (PLURAL),-enu,637
638_pestle,pestle,225,PESTLE,mchi (kwa kutwangia),638
639_goincomein,"go in, come in",749,ENTER,(ku)ingia,639
640_ours,our(s),780,OUR,-etu,640
641_pour,pour,1487,POUR,(ku)mimina,641
642_mushroom,mushroom,641,MUSHROOM,kiyoga,642
643_bathe,bathe,138,BATHE,(ku)oga,643
644_roast,roast,1962,ROAST (SOMETHING),(ku)oka (motoni),644
645_burn,burn,2102,BURN,(ku)waka,645
646_potterskiln,potter's kiln,,,joko,646
647_plunderatown,plunder (a town),,,(ku)teka (mji),647
648_destroyspoil,"destroy, spoil",681,DESTROY,(ku)haribu,648
649_spoilachild,spoil (a child),,,(ku)dekeza,649
650_baskinthesunwarmoneself,"bask (in the sun), warm oneself",,,"(ku)ota (jua), (moto)",650
651_thirst,thirst,848,THIRST,kiu,651
652_feathersfur,"feathers, fur",,,manyoya,652
653_bee,bee,665,BEE,nyuki,653
654_honey,honey,942,HONEY,asali (ya nyuki),654
655_hard,hard,1884,HARD,-gumu,655
656_quarrel,quarrel,3302,QUARREL (VERB),(ku)gombana,656
657_limewhitewash,"lime, whitewash",2540,LIME (MATERIAL),chokaa,657
658_birdlime,bird-lime,,,ulimbo,658
659_fishingline,fishing line,19,FISHING LINE,mshipi,659
660_brookstream,"brook, stream",,,kijito,660
661_streamcurrent,"stream, current",2935,CURRENT (STREAM),mkondo,661
662_carpentersadze,carpenter's adze,290,ADZE,tezo,662
663_smallant,(small) ant,,,chungu,663
664_reddishbrownbitingant,(reddish-brown biting) ant,,,siafu,664
665_arrow,arrow,977,ARROW,mshale,665
666_headofarrowspearhead,"head of arrow, spear head",,,chembe,666
667_axe,axe,677,AXE,shoka,667
668_scythesickle,"scythe, sickle",2132,SICKLE OR SCYTHE,mundu,668
669_blood,blood,946,BLOOD,damu,669
670_body,body,1480,BODY,mwili,670
671_bowbending,"bow, bending",,,upinde,671
672_chestofanimalsandbirds,chest (of animals and birds),,,kidari,672
673_brotherrelativefellowtribesman,"brother, relative, fellow-tribesman",1644,RELATIVES,ndugu,673
674_bull,bull,1008,BULL,fahali,674
675_dugoutcanoe,dug-out canoe,,,ngalawa,675
676_boat,boat,1844,BOAT,mashua,676
677_king,king,1508,KING,mfalme,677
678_headchiefperson,"head, chief person",,,mkuu,678
679_child,child,2099,CHILD,mtoto,679
680_districtprovincecountry,"district, province, country",1300,COUNTRY,jimbo,680
681_heifer,heifer,,,mtamba (wa ng'ombe),681
682_daytime,day-time,1225,DAY (NOT NIGHT),mchana,682
683_evilspirit,evil spirit,1973,DEMON,kizuu,683
684_suddenapparitionghost,"sudden apparition, ghost",1175,GHOST,zuka,684
685_door,door,1567,DOOR,mlango,685
686_face,face,1560,FACE,uso,686
687_fear,fear,781,FEAR (FRIGHT),woga,687
688_awefearofgod,"awe, fear of God",,,uchaji,688
689_threaten,threaten,1192,THREATEN,(ku)tisha,689
690_henfowl,"hen, fowl",265,FOWL,kuku,690
691_shadowshade,"shadow, shade",1388,SHADE,kivuli,691
692_virginbridegirl,"virgin (bride), girl",,,mwali,692
693_youth,youth,,,kijana,693
694_hegoat,he-goat,264,HE-GOAT,beberu,694
695_god,god,1944,GOD,mungu,695
696_grandfather,grandfather,1383,GRANDFATHER,babu,696
697_grandmother,grandmother,1496,GRANDMOTHER,bibi,697
698_grassreeds,"grass, reeds",,,nyasi,698
699_leafbladeofgrass,"leaf, blade of grass",,,jani,699
700_hay,hay,342,HAY,ukoko mkwavu,700
701_gun,gun,1566,GUN,bunduki,701
702_hair,hair,1040,HAIR,unywele,702
703_flatofhand,flat of hand,,,kofi,703
704_knot,knot,760,KNOT,kifundo,704
705_heel,heel,980,HEEL,kisigino (cha mguu),705
705a_elbow,elbow,981,ELBOW,kisigino (cha mkono),705a
706_hoe,hoe,284,HOE,jembe,706
707_hornivory,"horn, ivory",,,pembe,707
708_house,house,1252,HOUSE,nyumba,708
709_hyena,hyena,1799,HYENA,fisi,709
710_island,island,622,ISLAND,kisiwa,710
711_elephantstusk,elephant's tusk,2495,ELEPHANT TUSK,buri,711
712_shinbone,shin (bone),,,muundi (wa mguu),712
713_magic,magic,392,MAGIC,uchawi,713
714_maize,maize,506,MAIZE,muhindi,714
715_youngman,young man,76,YOUNG MAN,mvulana,715
716_moon,moon,1313,MOON,mwezi,716
717_mountain,mountain,639,MOUNTAIN,mlima,717
718_night,night,1233,NIGHT,usiku,718
719_palmwine,palm-wine,,,tembo (kwa kunywa),719
720_parrot,parrot,882,PARROT,kasuku,720
721_penis,penis,1222,PENIS,mboo,721
722_place,place,723,PLACE (POSITION),mahali,722
723_salt,salt,1274,SALT,chumvi (=munyu),723
724_shamemodesty,"shame, modesty",,,haya,724
725_shield,shield,1064,SHIELD,ngao,725
726_hissisterherbrother,"(his) sister, (her) brother",,,umbu,726
727_slavebondservant,"slave, bondservant",812,SLAVE,mtumwa,727
728_femaleslave,female slave,,,mjakazi,728
729_maleslave,male slave,,,mtwana,729
730_sleepingplaceaccommodation,"sleeping-place, accommodation",,,malalo,730
731_sleep,sleep,2972,SLEEP (STATE),usingizi,731
732_song,song,1096,SONG,wimbo,732
733_spear,spear,945,SPEAR,mkuki,733
734_soulspirit,"soul, spirit",811,SOUL,roho,734
735_star,star,1430,STAR,nyota,735
736_cudgel,cudgel,,,gongo,736
737_thinpole,thin pole,,,ufito,737
738_seatstoolchair,"seat, stool, chair",,,kiti,738
739_testicle,testicle,797,TESTICLES,pumbu,739
740_thorn,thorn,124,THORN,mwiba,740
741_tobacco,tobacco,974,TOBACCO,tumbako,741
742_toe,toe,1389,TOE,kidole (cha mguu),742
743_tomorrow,tomorrow,1329,TOMORROW,kesho,743
744_thedayaftertomorrow,the day after tomorrow,1179,DAY AFTER TOMORROW,kesho kutwa,744
745_urine,urine,1142,URINE,mkojo,745
746_wind,wind,960,WIND,upepo,746
747_womb,womb,804,WOMB,tumbo la uzazi,747
748_pregnancy,pregnancy,,,mimba,748
749_sweetpotato,(sweet) potato,159,SWEET POTATO,kiazi,749
750_yesterday,yesterday,1174,YESTERDAY,jana,750
751_thedaybeforeyesterday,the day before yesterday,1180,DAY BEFORE YESTERDAY,juzi,751
752_two,two,1498,TWO,-wili,752
753_six,six,1703,SIX,sita,753
754_seven,seven,1704,SEVEN,saba,754
755_nine,nine,1483,NINE,kenda (=tisa),755
756_hundred,hundred,1634,HUNDRED,mia,756
757_fiercesharp,"fierce, sharp",,,-kali,757
758_good,good,1035,GOOD,-ema,758
759_beautiful,beautiful,1427,BEAUTIFUL,-zuri,759
760_fineexcellent,"fine, excellent",,,bora,760
761_largegreat,"large, great",1202,BIG,-kubwa,761
762_afewnotmuch,"a few, not much",1242,FEW,-chache,762
763_sick,sick,1847,SICK,-gonjwa,763
764_far,far,1406,FAR,mbali,764
765_near,near,1942,NEAR,karibu,765
766_here,here,136,HERE,hapa (=huko),766
767_there,there,1937,THERE,pale (=kule),767
768_beat,beat,1665,BEAT,(ku)piga,768
769_lovewant,"love, want",,,(ku)penda,769
770_see,see,1409,SEE,(ku)ona,770
771_armpit,armpit,1886,ARMPIT,kwapa,771
772_workasamason,work as a mason,,,(kw)aka,772
773_yawn,yawn,1028,YAWN,(ku)piga miayo,773
774_lendborrow,"lend, borrow",,,(ku)azima,774
775_beer,beer,1639,BEER,pombe,775
776_boastbragpraiseoneself,"boast, brag, praise oneself",101,BOAST,(ku)jigamba,776
777_swear,swear,1939,SWEAR,(ku)apa,777
778_takeinfromrain,take in (from rain),,,(ku)amua,778
779_hanginmidair,hang in mid-air,,,(ku)agama,779
780_dropthrowdown,"drop, throw down",2866,DROP (SOMETHING),(ku)angua,780
781_haste,haste,,,haraka,781
782_answer,answer,1275,ANSWER,(ku)jibu (maswali),782
783_scorpion,scorpion,1538,SCORPION,nge,783
784_explain,explain,1626,EXPLAIN,(ku)eleza,784
785_sizemeasure,"size, measure",2845,SIZE (OF OBJECT),cheo,785
786_abundant,abundant,,,tele,786
786a_abound,abound,,,(ku)jaa tele,786a
787_kite,kite,,,mwewe,787
788_satisfy,satisfy,2691,PATERNAL AUNT (FATHER'S SISTER),(ku)ridhisha,788
789_auntfatherssister,aunt (=father's sister),1272,AUNT,shangazi,789
790_warthog,warthog,,,ngizi,790
791_liftuppickup,"lift up, pick up",371,PICK UP,(ku)inua,791
792_layoverononeside,lay over on one side,,,(ku)inika,792
793_many,many,1198,MANY,-ingi,793
794_locust,locust,810,LOCUST,nzige,794
795_hatedetest,"hate, detest",1607,HATE,(ku)zia,795
796_becomeleangrowthin,"become lean, grow thin",,,(ku)konda,796
797_hooktopulldownbranchesinpluckingfruit,hook (to pull down branches in plucking fruit) ,1071,HOOK,kingoe,797
798_strengthpower,"strength, power",2526,POWER,nguvu,798
799_catchunawaresstartle,"catch unawares, startle",,,(ku)gundua,799
800_hide,hide,2486,HIDE,(ku)ficha,800
801_cultivatedground,cultivated ground,,,mgunda (=shamba),801
802_sugarcane,sugar cane,146,SUGAR CANE,muwa,802
803_crocodile,crocodile,1857,CROCODILE,mamba (=ngwena),803
804_fill,fill,2006,FILL,(ku)jaza,804
805_lightning,lightning,1654,LIGHTNING,umeme,805
806_rock,rock,668,ROCK,mwamba,806
807_build,build,1840,BUILD,(ku)jenga,807
808_hut,hut,1678,HUT,kibanda,808
809_getaccustomed,get accustomed,1118,ACCUSTOM,(ku)zoea,809
810_jumpleap,"jump, leap",1829,JUMP,(ku)ruka,810
811_bird,bird,937,BIRD,nyuni (=ndege),811
812_word,word,1599,WORD,neno,812
813_spoon,spoon,1378,SPOON,mwiko,813
814_master,master,383,MASTER,mwinyi,814
815_glidetrickle,"glide, trickle",,,(ku)tiririka,815
816_home,home,2406,HOME,"kwetu (nyumbani, mjini)",816
817_coagulate,coagulate,2395,CONGEAL (BLOOD),(ku)ganda,817
818_oldtimes,old times,,,kale,818
819_lobster,lobster,2397,LOBSTER,kamba,819
820_peelshell,"peel, shell",,,(ku)menya,820
821_deny,deny,755,DENY,(ku)kana,821
822_shell,shell,598,SHELL,kombe (ya pwani),822
823_foodsupplyforajourney,food supply for a journey,,,kande,823
824_dawn,dawn,729,DAWN,(ku)cha,824
825_stepover,step over,,,(ku)kia,825
826_run,run,1519,RUN,(ku)kimbia,826
827_beads,bead(s),1860,BEAD,ushanga,827
828_eyebrow,eyebrow,1173,EYEBROW,ushi,828
829_opensetajaradoor,open (=set ajar) a door,,,(ku)shindua,829
830_startlejerk,"startle, jerk",,,(ku)shtua,830
831_breakwind,break wind,,,(ku)shuta,831
832_flatulence,flatulence,,,riahi,832
833_pulldrag,"pull, drag",2030,DRAG,(ku)kokota,833
834_pleasesatisfy,"please, satisfy",,,(ku)kora,834
835_oyster,oyster,2830,OYSTERS,chaza,835
836_hollowout,hollow out,46,HOLLOW OUT,(ku)komba,836
837_snail,snail,1543,SNAIL,konokono,837
838_eyelash,eyelash,1540,EYELASH,ukope,838
839_shout,shout,715,SHOUT,(ku)guta,839
840_remember,remember,707,REMEMBER,(ku)kumbuka,840
841_climbascend,"climb, ascend",705,GO UP (ASCEND),(ku)kwea,841
842_embrace,embrace,928,EMBRACE,(ku)kumbatia,842
843_needrequest,"need, request",,,haja,843
844_runnerbean,(runner) bean,,,ukunde,844
845_midwife,midwife,,,mkunga,845
846_crow,crow,913,CROW,kunguru,846
847_wall,wall,933,WALL (OF HOUSE),ukuta,847
848_fenceenclosure,"fence, enclosure",1690,FENCE,ua,848
849_squatonthehaunches,squat (on the haunches),,,(ku)chuchumaa,849
850_stir,stir,696,STIR,(ku)koroga,850
851_closeeyesmouth,"close (eyes, mouth)",,,"(ku)fumba (macho, kinywa)",851
852_coverup,cover (up),761,COVER,(ku)funika,852
853_jawbone,jaw (bone),798,JAW,taya,853
854_thicket,thicket,,,kichaka,854
855_scrapegraze,"scrape, graze",,,(ku)paruza,855
856_scratchgrate,"scratch, grate",1436,SCRATCH,(ku)kuna,856
857_calfoftheleg,calf of the leg,498,CALF OF LEG,shavu la mguu,857
858_fermentturnsour,"ferment, turn sour",2229,BECOME SOUR,(ku)chacha,858
859_moveawaymigrate,"move away, migrate",229,MOVE AWAY,(ku)hama,859
860_washoneselfafterevacuating,wash oneself (after evacuating),,,(ku)chamba,860
861_melt,melt,2334,MELT,(ku)yeyuka,861
862_python,python,1563,PYTHON,chatu,862
863_hiccup,hiccup,,,kwikwi,863
864_sneeze,sneeze,1621,SNEEZE,(ku)chemua (=kupiga chafya),864
865_slander,slander,,,(ku)chongea,865
866_spyout,spy out,,,(ku)peleleza,866
867_shamedisgrace,"shame, disgrace",1776,SHAME,aibu,867
868_setofthesun,set (of the sun),160,SET (HEAVENLY BODIES),(ku)chwa,868
869_allday,all day,,,mchana kutwa,869
870_sift,sift,,,(ku)chunga,870
871_lookaftergrazingcattlehelpasickmanontheroad,"look after grazing cattle, help a sick man on the road ",,,(ku)chunga,871
872_bottle,bottle,1321,BOTTLE,chupa,872
873_calabash,calabash,3918,CALABASH,buyu,873
874_taketheskinoffbruise,"take the skin off, bruise",1148,BRUISE,(ku)chubua,874
875_takeleaveof,take leave of,,,(ku)aga,875
876_orderdirect,"order, direct",1128,ORDER,(ku)agiza,876
877_calf,calf,1989,CALF,ndama,877
878_lick,lick,319,LICK,(ku)lamba,878
879_resembleveryclosely,resemble (very closely),1777,RESEMBLE,(ku)landa,879
880_springofwater,spring (of water),849,SPRING (OF WATER),chemchem,880
881_giveleavesendaway,"give leave, send away",,,(ku)likiza,881
882_bringupachild,bring up (a child),2134,RAISE (BRING UP),(ku)lea,882
883_razor,razor,151,RAZOR,wembe,883
884_penknife,penknife,,,kijembe,884
885_bringfetch,"bring, fetch",692,BRING,(ku)leta,885
886_chin,chin,1510,CHIN,kidevu,886
887_puttogetherforcomparison,put together for comparison,,,(ku)linga,887
888_matchharmonise,"match, harmonise",1133,MATCH,(ku)lingana,888
889_forget,forget,1523,FORGET,(ku)sahau,889
890_burdenload,"burden, load",1679,LOAD,mzigo,890
891_faintloseconsciousness,"faint, lose consciousness",,,(ku)zimia,891
892_placeofthedead,place of the dead,,,kuzimu,892
893_heavyseriousdull,"heavy, serious, dull",,,-zito,893
894_corkstopper,"cork, stopper",,,kizibo,894
895_marryofman,marry (of man),2164,MARRY (AS MAN),(ku)oa,895
896_giveinmarriageofparentspriests,"give in marriage (of parents, priests) ",,,(ku)oza,896
897_marriage,marriage,2432,MARRIAGE,ndoa,897
898_taste,taste,21,TASTE (SOMETHING),(ku)onja,898
899_examinemeasuretest,"examine, measure, test",,,(ku)pima,899
900_effortexertion,"effort, exertion",,,jitihadi,900
901_beillgroan,"be ill, groan",716,GROAN,(ku)ugua,901
902_cripplingillness,(crippling) illness,1986,DISEASE,uele,902
903_bullrushmillet,bullrush millet,931,MILLET,mwele,903
904_vapourgas,"vapour, gas",,,mvuke,904
905_sweat,sweat,125,SWEAT (SUBSTANCE),jasho,905
906_cohabit,cohabit,,,(ku)ingiliana,906
907_flower,flower,239,FLOWER,ua,907
908_bespreadabroadbecomegenerallyknown,"be spread abroad, become generally known ",,,(ku)tangaa,908
909_putoutbeprominent,"put out, be prominent",,,(ku)tokeza,909
910_borrow,borrow,1823,BORROW,(ku)kopa,910
911_leakoozeout,"leak, ooze out",,,(ku)vuja,911
912_sufferbearpatiently,"suffer, bear patiently",,,(ku)vumilia,912
913_growofplants,grow (of plants),3461,GROW PLANTS,(ku)mea,913
914_squeezeout,squeeze out,,,(ku)minya,914
915_shave,shave,231,SHAVE,(ku)nyoa,915
916_givelightto,give light to,,,(ku)mulika,916
917_rain,rain,1253,RAIN (RAINING),(ku)nya mvua,917
918_who,who?,1235,WHO,nani?,918
919_what,what?,1236,WHAT,nini?,919
920_sharpen,sharpen,251,SHARPEN (SOMETHING),(ku)noa,920
921_getfatofanimals,get fat (of animals),,,(ku)nona,921
922_fatofanimals,fat (of animals),1282,FAT (FROM ANIMALS),-nono,922
923_porcupine,porcupine,2510,PORCUPINE,nungu,923
924_smelloutsniff,"smell out, sniff",1586,SMELL (PERCEIVE),(ku)nusa,924
925_hip,hip,1745,HIP,nyonga,925
926_all,all,98,ALL,-ote,926
927_beadjacentborder,"be adjacent, border",,,(ku)pakana,927
928_boundary,boundary,1010,BOUNDARY,mpaka,928
930_bifurcationcrossroads,"bifurcation, cross-roads",,,pacha (=njia panda),930
931_decorate,decorate,1739,DECORATE,(ku)pamba,931
932_plantsow,"plant, sow",748,SOW SEEDS,(ku)panda,932
933_sword,sword,1535,SWORD,upanga,933
934_lung,lung,688,LUNG,pafu,934
935_mature,mature,,,-pevu,935
936_befullydeveloped,be fully developed,,,(ku)pevuka,936
937_winnow,winnow,2462,WINNOWING,(ku)pepeta,937
938_turnupsidedownturnover,"turn upside down, turn over",1588,TURN,(ku)pindua,938
939_obstruct,obstruct,,,(ku)pinga,939
940_fadedisappear,"fade, disappear",485,DISAPPEAR,(ku)fifia,940
941_spittingcobra,spitting cobra,,,fira,941
942_broom,broom,245,BROOM,ufagio,942
943_sweep,sweep,230,SWEEP,(ku)fagia,943
944_hearthstoneforputtingpotson,hearthstone for putting pots on ,,,figa (=mafya),944
945_uncoverreveal,"uncover, reveal",1108,UNCOVER,(ku)funua,945
946_beshriveledwrinkled,"be shriveled, wrinkled",380,WRINKLED,(ku)finyana,946
947_protectbycharms,protect by charms,,,(ku)finga,947
948_stutter,stutter,1866,STUTTER,(ku)gugumiza,948
949_read,read,724,READ,(ku)soma,949
950_coolcureheal,"cool, cure, heal",499,CURE,(ku)poza,950
951_spoilblind,"spoil, blind",,,(ku)pofua,951
952_escaperecover,"escape, recover",1978,RECOVER,(ku)pona,952
953_bowstring,bowstring,2119,BOW STRING,upote,953
954_dryupebb,"dry up, ebb",,,(ku)pwa,954
955_beachcoast,"beach, coast",1525,COAST,pwani,955
956_listen,listen,1608,LISTEN,(ku)sikiliza,956
957_resttakeaholiday,"rest, take a holiday",,,(ku)pumzika,957
958_exercisedriveoutadevil,exercise; drive out a devil,,,(ku)punga (pepo),958
959_waveletoffatrapremoveaspell,"wave, let off a trap, remove a spell ",,,(ku)tegua,959
959a_spraintheankle,sprain the ankle,,,(ku)tegua mguu,959a
960_jealousy,jealousy,2016,JEALOUSY,wivu,960
961_ostrich,ostrich,3797,OSTRICH,mbuni,961
962_new,new,1231,NEW,-pya,962
963_charmesptoensurewifesfidelity,charm (esp. to ensure wife's fidelity) ,,,tego,963
964_restthecheekonthehandinbroodingmood,rest the cheek on the hand (in brooding mood) ,,,(ku)shika tama,964
965_springmachine,"spring, machine",,,mtambo,965
966_smallcucumber,small cucumber,,,tango,966
967_slipbeslippery,"slip, be slippery",1324,SLIP,(ku)teleza,967
968_shivershudder,"shiver, shudder",52,SHIVER,(ku)tapa,968
969_putapotonthefire,put a pot on the fire,,,(ku)teleka,969
970_slash,slash,,,(ku)tema,970
970a_cutfirewood,cut firewood,,,(ku)tema kuni,970a
971_besettledbeingoodorder,"be settled, be in good order",,,(ku)tengenea,971
972_belistless,be listless,,,(ku)tepetea,972
973_beloosefaintweak,"be loose, faint, weak",,,(ku)legea,973
974_placeput,"place, put",998,PUT,(ku)tia,974
975_beleftoverremainover,"be left over, remain over",987,REMAIN,"(ku)saa, (ku)salia",975
976_setupappoint,"set up, appoint",,,(ku)simika,976
977_longstraighthairofanimalsandeuropeans,long straight hair (of animals and Europeans) ,,,usinga,977
978_tinglewithexcitement,tingle with excitement,,,(ku)sisimika,978
979_mudmire,"mud, mire",640,MUD,tope,979
980_sinkbedrowned,"sink, be drowned",,,(ku)tota,980
981_puttogethercompose,"put together, compose",,,(ku)tunga,981
982_strikewithaspear,strike with a spear,,,(ku)fuma (fumo),982
983_wantneedwish,"want, need, wish",1784,WANT,(ku)taka,983
